01_prenom	02_genre	03_langage	04_fréquence
katarina	f	german, swedish, hungarian, croatian, serbian, slovene	0
katarine	f	german	0
katarzyna	f	polish	0
katashi	m	japanese	0
kate	f	english	0.16
katee	f	english	0
katelin	f	english	0
katelyn	f	english	0
katelynn	f	english (modern)	0
katerina	f	czech	0
katey	f	english	0
katharina	f	german	0
katharine	f	german, english	0.13
käthe	f	german	0
katherina	f	english	0
katherine	f	english	0.13
kathi	f	english	0
kathie	f	english	0
kathleen	f	irish, english	0.03
kathlyn	f	english	0
kathrin	f	german	0
kathryn	f	english	0
kathy	f	english	0
katica	f	slovene	0
katida	f	esperanto	0
katie	f	english	0
katina	f		0
katinka	f	russian	0
katja	f	german, slovene	0
katlego	m,f	african	0
katlyn	f	english	0
kato	m	african	0
katri	f	finnish	0
katrien	f	dutch	0
katrijn	f	dutch	0
katrina	f	english	0
katrine	f	german, danish, dutch, polish	0
katriona	f	english	0
katsu	m	japanese	0
katsuo	m	japanese	0
katsuro	m	japanese	0
katy	f	english	0
katya	f	russian	0
kausalya	f	indian	0
kaveri	f	indian	0
kawacatoose	m	native american	0
kay (1)	f	english	0
kay (2)	m	welsh mythology	0
kaycee	f	english (modern)	0
kaye	f	english	0.03
kayetan	m	german	0
kayla	f	english	0
kayleah	f	english (modern)	0
kaylee	f	english	0
kayleen	f	english	0
kayleigh	f	english (modern)	0
kayley	f	english, irish	0
kaylie	f	english	0
kaylin	f	english (modern)	0
kayly	f	english (modern)	0
kaylyn	f	english	0
kaylynn	f	english (modern)	0
kayode	m	african	0
kazia	f	polish	0
kazimeras	m	lithuanian	0
kazimiera	f	polish	0
kazimierz	m	polish	0
kazimir	m	russian	0
kázmér	m	hungarian	0
kazuki	m	japanese	0
kazuko	f	japanese	0
kazuo	m	japanese	0
kean	m	irish	0
keane	m	irish	0.13
keanu	m	hawaiian	0
keara	f		0
keaton	m	english	0.29
keefe	m	irish, english	0.03
keegan	m	english, irish	0
keelan	f,m	irish	0
keeleigh	f	english (modern)	0
keeley	f	english, irish	0
keelin	f	irish	0
keely	f	english (modern)	0
keenan	m	irish	0
kees	m	dutch	0
kegan	m	english, irish	0
keighley	f	english (modern)	0
keiko	f	japanese	0
keir	m	scottish, english	0.03
keira	f	english	0
keisha	f	english	0.03
keith	m	english, scottish	1.24
keitha	f	english, scottish	0
keithia	f		0
kekepania	f	hawaiian	0
kekoa	m	hawaiian	0
kelan	m		0
kelcey	m,f	english (modern)	0
keld	m	danish	0
kelda	f		0
kelebek	f	turkish	0
kelemen	m	hungarian	0
kelia	f		0
kelleigh	f	english	0
kelley	f	english	0.13
kelli	f	english	0
kellie	f	english	0
kelly	m,f	irish, english	0.41
kelsey	m,f	english	0
kelsi	f	english (modern)	0
kelsie	f	english	0
kelvin	m	english	0.67
kemp	m	english	0.13
ken (1)	m	english	0
ken (2)	m	japanese	0
kenan	m	biblical	0
kenaniah	m	biblical	0
kendal	m	english, welsh	0
kendall	m,f	english, welsh	0.41
kendra	f	english	0
kendrick	m	english	0
kenelm	m	english	0
ken'ichi	m	japanese	0
kenina	f	scottish	0
kenith	m	english	0
kenji	m	japanese	0
kenna	f	scottish	0
kennard	m	english	0
kennedy	f,m	english, irish, scottish	1.75
kennet	m	scandinavian	0
kenneth	m	scottish, english	0.03
kennith	m	english	0
kenny	m	scottish, english	0.03
kenrick	m	english	0
kenshin	m	japanese	0
kent	m	english	0.64
kenta	m	japanese	0
kentigern	m	scottish	0
kenton	m	english	0
kenya	m,f	russian	0.89
kenyon	m	english	0.06
keoni	m	hawaiian	0
keren	f	english	0.29
kerena	f	english	0
keren-happuch	f	biblical	0
kerensa	f	english	0
kerenza	f	english	0
keri	f	english	0
kermit	m	english	0
kerneels	m	dutch	0
kerr	m	scottish, english	0.22
kerri	f	english	0
kerrie	f,m	english	0
kerry	m,f	english	0
kerstin	f	german, swedish	0
kerttu	f	finnish	0
keshaun	m	english (modern)	0
keshawn	m	english (modern)	0
keshet	m,f	jewish	0
keshia	f	english	0
kester	m	scottish	0
kestrel	f	english	0
kettil	m	swedish	0
keturah	f	biblical, english	0
kevan	m	irish	0
kevin	m	english, irish	0.06
kevork	m	armenian	0
keysha	f	english (modern)	0
kezia	f	english	0
keziah	f	biblical, english	0
kgosi	m	african	0
khadiga	f	arabic	0
khadija	f	arabic	2.10
khajag	m	armenian	0
khaleel	m	indian	0
khalid	m	arabic	0.06
khalida	f	arabic	0
khalifa	m	arabic	0
khalil	m	arabic	0.03
khalilah	f	arabic	0
khaliq	m	arabic	0
khamisi	m	african	0
khara	f		0
khatijah	f	arabic	0
khayrat	m	arabic	0
khayri	m	arabic	0
khayriyya	f	arabic	0
khayyam	m	arabic	0.03
khloe	f	english	0
khordad	m		0
khorshed	m,f	arabic	0
khurshid	m,f	arabic	0
khwaja	m	arabic	0
kian	m	english, irish	0
kiana	f	hawaiian	0
kiara	f		0
kiaran	m		0
kiarra	f		0
kibwe	m	african	0
kichiro	m	japanese	0
kiefer	m	english	0.32
kielo	f	finnish	0
kiera	f	irish	0
kieran	m	irish	0
kieron	m		0
kierra	f		0
kiersten	f	danish, english	0
kiku	f	japanese	0
kiley	f	english	0
kilian	m	irish	0.13
kilie	f	english	0
killian	m	irish	0.06
kim (1)	f	english	0
kim (2)	m	scandinavian	0
kim (3)	f	vietnamese	0
kimball	m	english	0
kimberlee	f	english (modern)	0
kimberleigh	f	english (modern)	0
kimberley	f,m	english	0.45
kimberly	f	english	0
kimiko	f	japanese	0
kimmy	f	english	0
kimo	m	hawaiian	0
kin	f	japanese	0
kinborough	f	medieval english	0
king	m	english	8.92
kinga	f	polish, hungarian	0
kinge	f	german	0
kingsley	m,f	english	0
kip	m	english	0
kipling	m	english	0.64
kira	f	russian	0
kirabo	m,f	african	0
kiran	m	indian	0
kirby	m	english	0.10
kiri	f	indian	0.32
kiril	m	bulgarian, russian	0
kirill	m	russian	0
kirk	m	english	0.13
kirsa	f		0
kirsi	f	finnish	0
kirsteen	f	scottish	0
kirsten	f	scandinavian	0
kirstie	f	scottish	0
kirstin	f	scottish	0
kirsty	f	scottish	0
kisecawchuck	m	native american	0
kisha	f	english	0
kishan	m	indian	0
kishen	m	indian	0
kishore	m	indian	0
kishori	f	indian	0
kistna	m	indian	0
kit	m,f	english	0.19
kitty	f	english	0
kiyoko	f	japanese	0
kiyoshi	m	japanese	0
kizzie	f	english	0
kizzy	f	english	0
kjeld	m	danish	0
kjell	m	swedish, norwegian	0
kjellfrid	f	norwegian	0
kjerstin	f	swedish, norwegian	0
kjetil	m	norwegian	0
klaas	m	german, dutch	0
klaes	m	frisian	0
klára	f	hungarian	0
klara	f	scandinavian, russian, ukrainian, czech, polish, slovene	0
klaudia	f	polish	0
klaus	m	german	0.38
klava	f	russian	0
klavdija	f	slovene	0
klavdiya	f	russian	0
kleitos	m	ancient greek	0
klemen	m	slovene	0
klemens	m	german, danish, swedish, polish	0.06
klementyna	f	polish	0
kliment	m	russian, czech	0
klio	f	greek mythology	0.06
klotild	f	hungarian	0
klytië	f	greek mythology	0
knud	m	danish	0.06
knut	m	scandinavian	0
knute	m	norwegian	0
kobe	m	african	0.06
kobina	m	african	0
kodey	m	english	0
kody	m	english	0
koen	m	dutch	0.03
koenraad	m	dutch	0
kofi	m	african	0
kohaku	f	japanese	0
kohar	f	armenian	0
kohinoor	f		0
kojo	m	african	0
kolab	f	khmer	0
kolby	m	english	0
kole	m	english	0
kolleen	f	english (modern)	0
kolman	m	czech	0
kolour	f	english	0
kolya	m	russian	0
kondrat	m	polish	0.03
konnor	m	english	0
konrád	m	hungarian	0
konrad	m	german, scandinavian, polish	0.29
konstantin	m	german, hungarian, russian, serbian, bulgarian	0
konstantinos	m	greek	0
konstantyn	m	polish	0
koos	m	dutch	0
koppel	m	jewish	0
kora	f	english	0
korbin	m	english	0
korbinian	m	german	0
körbl	m	german	0
korë	f	greek mythology	0
korey	m	english	0
korina	f	english	0
korinna	f	english, german	0
kornél	m	hungarian	0
kornel	m	polish, czech	0
kornélia	f	hungarian	0
kornelia	f	polish	0
korrine	f	english	0
kort	m	dutch	0
kortney	f,m	english (modern)	0
kory	m	english	0
kostandin	m	albanian	0
kostya	m	russian	0
kourtney	f,m	english	0
kreindel	f	jewish	0
kresten	m	danish	0
kreszentia	f	german	0
kreszenz	f	german	0
kriemhild	f	german	0
kriemhilde	f	german	0
krikor	m	armenian	0
krimhilde	f	german	0
kris	f,m		0.29
krishna	m	indian, hindu mythology	0.25
krista	f	german, english	0
kristal	f	english (modern)	0
kristaps	m	latvian	0
kristeen	f	english	0
kristel	f	english (modern)	0
kristen (1)	m	danish	0
kristen (2)	f	german	0
krister	m	swedish	0
kristi	f	english	0
kristia	f	english	0
kristian	m,f	scandinavian, finnish	0
kristie	f	english	0
kristiina	f	finnish	0
kristin	f	scandinavian, german	0
kristina	f	swedish, czech, russian, german	0
kristine	f	danish, norwegian	0
kristján	m	icelandic	0
kristjan	m	estonian	0
kristjana	f	icelandic	0
kristóf	m	hungarian	0
kristoffer	m	scandinavian	0
kristopher	m	english	0
kristy	f	english	0
kristyna	f	czech	0
krisztián	m	hungarian	0
krisztina	f	hungarian	0
krysia	f	polish	0
krystal	f	english (modern)	0
krystina	f	english (modern)	0
krystine	f	english (modern)	0
krystle	f	english (modern)	0
krystof	m	czech	0
krystyn	m	polish	0
krystyna	f	polish	0
krzys	m	polish	0
krzysztof	m	polish	0
ksawery	m	polish	0
ksenia	f	polish	0
ksenija	f	slovene	0
kseniya	f	russian	0
kshitij	f	indian	0
kuba	m	polish	0
kudret	m	turkish	0
kukka	f	finnish	0
kumar	m	indian	0
kumari	f	indian	0
kumiko	f	japanese	0.45
kun	m	chinese	0.10
kunal	m	indian	0
kunegunda	f	polish	0
kunibert	m	german	0
kunigonde	f	dutch	0
kunigunde	f	german	0
kuno	m	german	0.03
kunthea	f	khmer	0
kunto	f	african	0
kuro	m	japanese	0.10
kurt	m	german	0.54
kurtis	m	english	0
kustaa	m	finnish	0
kuzma	m	russian	0
kwabena	m	african	0
kwadwo	m	african	0
kwaku	m	african	0
kwame	m	african	0
kwasi	m	african	0
kweku	m	african	0
kwesi	m	african	0
kyla	f	english	0
kyle	m,f	english	0.03
kylee	f	english	0
kyleigh	f	english (modern)	0
kyler	m,f	english	0
kylie	f	english	0
kyllikki	f	finnish	0
kym	f	english	0
kynaston	m	english	0
kyösti	m	finnish	0
kyra	f	english	0
kyran	m	irish, english	0
kyriake	f	greek	0
kyriaki	f	greek	0
kyriakos	m	greek, ancient greek	0
kyros	m	ancient greek	0
kyung-soon	f	korean	0
laban	m	biblical	0.03
labhrainn	m	scottish	0
labhrás	m	irish	0
lacey	f,m	english	0
lachie	m	scottish	0
lachina	f	scottish	0
lachlan	m	scottish	0
lachtna	m	irish	0
lacy	f,m	english	0
ladislao	m	italian	0
ladislas	m	history	0.06
ladislaus	m	history	0
ladislav	m	czech, slovak	0
ladonna	f	english	0
laelia	f	ancient roman	0
lærke	f	danish	0
laetitia	f	late roman, english	0.92
lagina	f	english	0
lahja	f	finnish	0
laia	f	catalan	0
laila	f	arabic, english	0
laima	f	lithuanian	0
laird	m		0.16
lajos	m	hungarian	0
lake	m	english	0.61
lakeisha	f	english	0
lakeshia	f	english	0
lakisha	f	english	0
lakshman	m	indian	0
lakshmi	f	indian, hindu mythology	0
lal	m	indian	0
lala	f	bulgarian	0.25
lalage	f	english	0
lalawethika	m	native american	0
laleh	f	iranian	0
lalit	f	indian	0
lalita	f	indian	0
lalla	f	english	30.01
lallie	f	english	0
lally	f	english	0.10
lalo	m	english	0.73
lambert	m	english, french, german, dutch	40.68
lamech	m	biblical	0.03
lamis	f	arabic	0
lammert	m	dutch, german	0
lamont	m		0.06
lamprecht	m	german	0.10
lamya	f	arabic	0
lan	f	chinese	0.41
lana	f	english, russian	0.10
lance	m	english	22.71
lancelot	m	english, welsh mythology	0.67
landon	m	english	0.45
lane	m	english	0.64
lanford	m	english	0
lành	m	vietnamese	0
lani	f	hawaiian	0
lanny	m	english	0
lanty	m		0
lanzo	m	german	0.03
laocadia	f	portuguese	0
laoise	f	irish	0
lára	f	icelandic	0
lara	f	russian	1.47
laraine	f	english	0
lareyna	f	english	0
lari	f		0
larisa	f	russian	0.06
larissa	f	russian	0.03
lark	f	english	0.03
larkin	m	english	0
larrie	m	english	0
larry	m	english	0
lars	m	scandinavian	0
lárus	m	icelandic	0
laryn	f	english (modern)	0
lashawn	f,m	english (modern)	0
lashonda	f	english (modern)	0
lasse	m	finnish	8.95
lassi	m	finnish	0
lászló	m	hungarian	0
lata	f	indian	0.03
latanya	f	english (modern)	0
latasha	f	english (modern)	0
lateefah	f	arabic	0
latif	m	arabic	0
latifa	f	arabic	0
latifah	f	arabic	0
latisha	f	english	0
latonya	f	english (modern)	0
